"text";"section";"header";"div";"p";"s";"id";"p_comp";"p_value";"expanded";"context"
"p = .96";"results";"Results";13;1;2;"09567976221140341";"=";0,96;"Boundary extension was reliable for the large-aperture condition (M = -0.08, SE = 0.04, 95% CI = [-0.15, -0.01]), t(34) = -2.23, p = .03, d = -0.38, but was no longer observed for the small-aperture condition (M = -0.002, SE = 0.04, 95% CI = [-0.08, 0.07]), t(34) = -0.06, p = .96, d = -0.01, Bayes Factor favoring the null over the alternative hypothesis (BF 01 ) = 5.51.";"We found a significant View × Aperture interaction, F(1, 34) = 19.73, p < .001, η p 2 = .37 (Fig. 4b). Boundary extension was reliable for the large-aperture condition (M = -0.08, SE = 0.04, 95% CI = [-0.15, -0.01]), t(34) = -2.23, p = .03, d = -0.38, but was no longer observed for the small-aperture condition (M = -0.002, SE = 0.04, 95% CI = [-0.08, 0.07]), t(34) = -0.06, p = .96, d = -0.01, Bayes Factor favoring the null over the alternative hypothesis (BF 01 ) = 5.51. We did not observe a main effect of aperture, F(1, 34) = 1.42, p = .24, η p 2 = .04, or a main effect of view change, F(1, 34) = 1.38, p = .25, η p 2 = .04."
"p = .24";"results";"Results";13;1;3;"09567976221140341";"=";0,24;"We did not observe a main effect of aperture, F(1, 34) = 1.42, p = .24, η p 2 = .04, or a main effect of view change, F(1, 34) = 1.38, p = .25, η p 2 = .04.";"Boundary extension was reliable for the large-aperture condition (M = -0.08, SE = 0.04, 95% CI = [-0.15, -0.01]), t(34) = -2.23, p = .03, d = -0.38, but was no longer observed for the small-aperture condition (M = -0.002, SE = 0.04, 95% CI = [-0.08, 0.07]), t(34) = -0.06, p = .96, d = -0.01, Bayes Factor favoring the null over the alternative hypothesis (BF 01 ) = 5.51. Boundary extension was reliable for the large-aperture condition (M = -0.08, SE = 0.04, 95% CI = [-0.15, -0.01]), t(34) = -2.23, p = .03, d = -0.38, but was no longer observed for the small-aperture condition (M = -0.002, SE = 0.04, 95% CI = [-0.08, 0.07]), t(34) = -0.06, p = .96, d = -0.01, Bayes Factor favoring the null over the alternative hypothesis (BF 01 ) = 5.51. We did not observe a main effect of aperture, F(1, 34) = 1.42, p = .24, η p 2 = .04, or a main effect of view change, F(1, 34) = 1.38, p = .25, η p 2 = .04. We did not observe a main effect of aperture, F(1, 34) = 1.42, p = .24, η p 2 = .04, or a main effect of view change, F(1, 34) = 1.38, p = .25, η p 2 = .04. A similar pattern was observed for inverse efficiency scores (RT/% correct), confirming that results were not due to speed/accuracy trade-offs, and for confidence ratings (see the Supplemental Material). A similar pattern was observed for inverse efficiency scores (RT/% correct), confirming that results were not due to speed/accuracy trade-offs, and for confidence ratings (see the Supplemental Material)."
"p = .20";"results";"Descriptive statistics, reliabilities, and observer agreement";11;1;3;"09567976221147258";"=";0,2;"Although the means of the two liking ratings did not differ significantly, t(617) = 1.27, p = .20, d = 0.05, the baseline and postconversation liking measures were only moderately correlated (r = .48, p < .001).";"The internal consistencies of group members' baseline and postconversation liking ratings were above .80 and thus satisfactory. Although the means of the two liking ratings did not differ significantly, t(617) = 1.27, p = .20, d = 0.05, the baseline and postconversation liking measures were only moderately correlated (r = .48, p < .001)."
"p = .475";"results";"Results";5;4;8;"09567976221147259";"=";0,475;"In contrast, there was no difference between the sham tACS and alpha tACS conditions (p = .475).";"In line with our hypothesis, the psychometric curve differed significantly across tACS conditions, F(2, 58) = 36.545, p < .00001, η p 2 = .558; it was shifted toward younger age in the beta tACS condition (53.208 years, SD = 3.607) compared with the sham tACS condition (58.006 years, SD = 4.487, p < .0001) and alpha tACS condition (58.527 years, SD = 5.684, p < .0001). In contrast, there was no difference between the sham tACS and alpha tACS conditions (p = .475)."
"p = .610";"results";"Results";5;5;5;"09567976221147259";"=";0,61;"Crucially, we found no correlation between the mean of sham and the effect of alpha tACS-Pearson's r(28) = .097, p = .610; Spearman's ρ = -.016, p = .932; N = 30, suggesting that a larger overestimation in the sham tACS condition corresponded to a larger beta-related underestimation.";"As expected, the mean in the sham tACS condition significantly and positively correlated with the effect of beta tACS-Pearson's r(28) = .599, p = .0004; Spearman's ρ = .466, p = .009; N = 30; specifically, participants with a mean toward older age in the sham tACS condition displayed a stronger shift of the curve during beta tACS. As expected, the mean in the sham tACS condition significantly and positively correlated with the effect of beta tACS-Pearson's r(28) = .599, p = .0004; Spearman's ρ = .466, p = .009; N = 30; specifically, participants with a mean toward older age in the sham tACS condition displayed a stronger shift of the curve during beta tACS. Crucially, we found no correlation between the mean of sham and the effect of alpha tACS-Pearson's r(28) = .097, p = .610; Spearman's ρ = -.016, p = .932; N = 30, suggesting that a larger overestimation in the sham tACS condition corresponded to a larger beta-related underestimation. Crucially, we found no correlation between the mean of sham and the effect of alpha tACS-Pearson's r(28) = .097, p = .610; Spearman's ρ = -.016, p = .932; N = 30, suggesting that a larger overestimation in the sham tACS condition corresponded to a larger beta-related underestimation. A Bayesian Pearson and Kendall's τ correlational analysis was then performed to test for the absence of a relationship between sham tACS and the effect of alpha tACS. A Bayesian Pearson and Kendall's τ correlational analysis was then performed to test for the absence of a relationship between sham tACS and the effect of alpha tACS."
"p = .385";"results";"Results";5;6;4;"09567976221147259";"=";0,385;"Most importantly, neither the effect of the stimulation, F(2, 58) = 0.970, p = .385, η p 2 = .032, nor its interaction with age level, F(12, 348) = 0.694, p = .758, η p 2 = .23, were significant, suggesting that age estimation was not modulated by alpha or beta oscillations (for the analysis comparing the MTT task with the age estimation task, see ""Supplementary Results"" at <https://osf.io/24cs7/>).";"3). 3). Most importantly, neither the effect of the stimulation, F(2, 58) = 0.970, p = .385, η p 2 = .032, nor its interaction with age level, F(12, 348) = 0.694, p = .758, η p 2 = .23, were significant, suggesting that age estimation was not modulated by alpha or beta oscillations (for the analysis comparing the MTT task with the age estimation task, see ""Supplementary Results"" at <https://osf.io/24cs7/>). Most importantly, neither the effect of the stimulation, F(2, 58) = 0.970, p = .385, η p 2 = .032, nor its interaction with age level, F(12, 348) = 0.694, p = .758, η p 2 = .23, were significant, suggesting that age estimation was not modulated by alpha or beta oscillations (for the analysis comparing the MTT task with the age estimation task, see ""Supplementary Results"" at <https://osf.io/24cs7/>)."
"p = .982";"results";"Results";8;3;5;"09567976221147259";"=";0,982;"There was no correlation between the reproduced time intervals and the effect of alpha tACS-Pearson's r(28) = -.004, p = .982.";"4). There was no correlation between the reproduced time intervals and the effect of alpha tACS-Pearson's r(28) = -.004, p = .982. A Bayesian Pearson and Kendall's τ correlational analysis was then performed to test for the absence of a relationship between estimated time intervals and the effect of alpha tACS."
"p = .759";"results";"Results";11;1;4;"09567976221147259";"=";0,759;"However, we did not find any significant correlation between the mean of the Gaussian function in the future-projection condition and the time intervals-Pearson's r(28) = .058, p = .759; Spearman's ρ = .106, p = .577.";"We replicated the correlation between overestimation of time intervals and the mean of the Gaussian function fitted in the past-projection condition-Pearson's r(28) = .431, p = .017; Spearman's ρ = .412, p = .024; N = 30. We replicated the correlation between overestimation of time intervals and the mean of the Gaussian function fitted in the past-projection condition-Pearson's r(28) = .431, p = .017; Spearman's ρ = .412, p = .024; N = 30. However, we did not find any significant correlation between the mean of the Gaussian function in the future-projection condition and the time intervals-Pearson's r(28) = .058, p = .759; Spearman's ρ = .106, p = .577. However, we did not find any significant correlation between the mean of the Gaussian function in the future-projection condition and the time intervals-Pearson's r(28) = .058, p = .759; Spearman's ρ = .106, p = .577. A Bayesian Pearson and Kendall's τ correlational analysis showed BF 01 s in support to the null relationship (BF 01 = 4.123 and BF 01 = 3.594, respectively). A Bayesian Pearson and Kendall's τ correlational analysis showed BF 01 s in support to the null relationship (BF 01 = 4.123 and BF 01 = 3.594, respectively)."
"p = .092";"results";"Results";8;1;7;"09567976221150616";"=";0,092;"There was no significant difference between the joy and control conditions, Wald χ 2 (1, N = 104) = 2.84, b = 0.34, SE = 0.20, 95% CI = [-0.01, 0.73], p = .092.";"Our preregistered analyses revealed a significant difference between conditions, Wald 3.09]) more food items than participants in the control condition (M = 20.90, SD = 3.00), Wald χ 2 (1, N = 106) = 14.05, b = 0.74, SE = 0.20, 95% CI = [0.35, 1.13], p < .001 (see Fig. 2, left). There was no significant difference between the joy and control conditions, Wald χ 2 (1, N = 104) = 2.84, b = 0.34, SE = 0.20, 95% CI = [-0.01, 0.73], p = .092."
"p = .515";"results";"Results";8;2;5;"09567976221150616";"=";0,515;"There was no significant difference between the joy and control conditions, Wald χ 2 (1) = 0.42, b = 0.26, SE = 0.40, p = .515.";"They were also 3.77 times (95% CI = [1.69, 8.42]) more likely to donate their ticket than participants in the control condition, Wald χ 2 (1) = 10.45, b = 1.33, SE = 0.41, p = .001 (see Fig. 3, left). There was no significant difference between the joy and control conditions, Wald χ 2 (1) = 0.42, b = 0.26, SE = 0.40, p = .515."
"p = .188 ";"results";"Results";11;1;7;"09567976221150616";"=";0,188;"A negative binomial regression showed no difference in the number of accurately counted food items between conditions, Wald χ 2 (2, N = 353) = 3.34, p = .188 (see Fig. 2, right).";"2 Prosocial behavior. A negative binomial regression showed no difference in the number of accurately counted food items between conditions, Wald χ 2 (2, N = 353) = 3.34, p = .188 (see Fig. 2, right). Thus, the effect of emotion condition on participants' willingness to help by counting food items was not replicated."
"p = .283";"results";"Results";11;2;4;"09567976221150616";"=";0,283;"There was no significant difference between the joy and control conditions, Wald χ 2 (1, N = 233) = 1.16, b = 0.29, SE = 0.27, p = .283.";"They were also 1.79 times (95% CI = [1.06, 3.01]) more likely to donate their snack than participants in the control condition, Wald χ 2 (1, N = 234) = 4.82, b = 0.58, SE = 0.27, p = .028. There was no significant difference between the joy and control conditions, Wald χ 2 (1, N = 233) = 1.16, b = 0.29, SE = 0.27, p = .283."
"p = .240";"results";"Results";11;7;7;"09567976221150616";"=";0,24;"The decline in the joy condition did not differ from that in the awe condition, b = -0.30, SE = 0.26, t(348) = -1.18, p = .240, η p 2 < .01 (see Table S15 in the Supplemental Material for descriptive statistics).";"The decline was greater in the control than awe condition, b = -0.70, SE = 0.26, t(348) = -2.71, p = .007, η p 2 = .02. The decline in the joy condition did not differ from that in the awe condition, b = -0.30, SE = 0.26, t(348) = -1.18, p = .240, η p 2 < .01 (see Table S15 in the Supplemental Material for descriptive statistics)."
"p = .534";"fig";NA;0;NA;1;"09567976221150616";"=";0,534;") = -2.78, p = .007, Cohen's d = -0.38, 95% confidence interval (CI) = [-0.65, -0.10]; participants who watched Fantasia experienced greater feelings of joy (M = 2.81, SD = 1.36) than of awe (M = 1.89, SD = 1.09), t(52) = -6.28, p < .001, Cohen's d = 0.86, 95% CI = [0.54, 1.18]; and participants who watched the Wall Painting clip did not significantly differ in their experiences of awe (M = 1.78, SD = 1.19) and of joy (M = 1.88, SD = 0.93), t(50) = 0.63, p = .534.";") = -2.78, p = .007, Cohen's d = -0.38, 95% confidence interval (CI) = [-0.65, -0.10]; participants who watched Fantasia experienced greater feelings of joy (M = 2.81, SD = 1.36) than of awe (M = 1.89, SD = 1.09), t(52) = -6.28, p < .001, Cohen's d = 0.86, 95% CI = [0.54, 1.18]; and participants who watched the Wall Painting clip did not significantly differ in their experiences of awe (M = 1.78, SD = 1.19) and of joy (M = 1.88, SD = 0.93), t(50) = 0.63, p = .534. These results indicate that the clips successfully elicited the intended emotions, lending further credence to the experimental manipulation (see the Supplemental Material for further analyses)."
"p = .412";"fig";NA;3;NA;2;"09567976221150616";"=";0,412;"Participants who watched Fantasia did not significantly differ in their experiences of joy (M = 2.02, SD = 1.14) and awe (M = 1.95, SD = 1.16), t(113) = 0.82, p = .412, Cohen's d = 0.08, 95% CI = [-0.11, 0.26].";") = -3.39, p = .001, Cohen's d = -0.31, 95% CI = [-0.49, -0.13]. Participants who watched Fantasia did not significantly differ in their experiences of joy (M = 2.02, SD = 1.14) and awe (M = 1.95, SD = 1.16), t(113) = 0.82, p = .412, Cohen's d = 0.08, 95% CI = [-0.11, 0.26]. And participants who watched the Coffee Making video experienced greater feelings of joy (M = 2.45, SD = 1.02) than of awe (M = 2.02, SD = 1.06), t(118) = 4.82, p < .001, Cohen's d = 0.44, 95% CI = [0.25, 0.63]."
"p = .37";"results";"AX discrimination";14;1;1;"09567976231151581";"=";0,37;"The dyslexia (M = .87, SD = .05) and control (M = .88, SD = .04) groups did not significantly differ in their ability to discriminate sounds before category training, t(53) = 0.90, p = .37, d = 0.24.";"The dyslexia (M = .87, SD = .05) and control (M = .88, SD = .04) groups did not significantly differ in their ability to discriminate sounds before category training, t(53) = 0.90, p = .37, d = 0.24. This ensures that any group performance differences are not a result of differences in perceptual abilities."
"p = .368";"results";"Category training";15;1;3;"09567976231151581";"=";0,368;"There were no significant group differences in Block 1 performance for rule-based tasks, t(54) = 0.907, p = .368, d = 0.24, or information-integration tasks, t(54) = 0.72, p = .47, d = 0.19.";"The dyslexia and control groups began the category learning task on equal footing. The dyslexia and control groups began the category learning task on equal footing. There were no significant group differences in Block 1 performance for rule-based tasks, t(54) = 0.907, p = .368, d = 0.24, or information-integration tasks, t(54) = 0.72, p = .47, d = 0.19. There were no significant group differences in Block 1 performance for rule-based tasks, t(54) = 0.907, p = .368, d = 0.24, or information-integration tasks, t(54) = 0.72, p = .47, d = 0.19. We examined accuracy of categorization decisions across groups (dyslexia, control), training blocks (Blocks 1-8), and tasks (rule based, information integration) using a mixed-model analysis of variance (ANOVA). We examined accuracy of categorization decisions across groups (dyslexia, control), training blocks (Blocks 1-8), and tasks (rule based, information integration) using a mixed-model analysis of variance (ANOVA)."
"p = .50052";"results";"Category training";15;1;11;"09567976231151581";"=";0,50052;"In contrast, there were no significant group differences in the linear trend across groups in the rule-based task, F(1, 54) = 0.46, p = .50052, η p ² = .008.";"In the information-integration task, there was a greater linear trend (of improving categorization accuracy) for the control, compared with the dyslexia, group, F(1, 54) = 11.47, p = .001, η p ² = .17. In contrast, there were no significant group differences in the linear trend across groups in the rule-based task, F(1, 54) = 0.46, p = .50052, η p ² = .008. In summary, category learning in the rule-based task proceeded similarly for the dyslexia and control groups."
"p = .72";"results";"Computational analyses of learning strategies";16;3;5;"09567976231151581";"=";0,72;"In contrast, there were no significant differences between the dyslexia (M = 2.30 blocks) and control (M = 2.48 blocks) groups in number of blocks to first use the optimal conjunctive strategy for the rule-based task (p = .72; 95% CI = [-1.23, 0.86]).";"The dyslexia group (M = 7.44 blocks) used the optimal procedural strategy later than the control group for the information-integration task (M = 4.96 blocks; p = .0014, 95% confidence interval, or CI = [1.00, 3.95]). In contrast, there were no significant differences between the dyslexia (M = 2.30 blocks) and control (M = 2.48 blocks) groups in number of blocks to first use the optimal conjunctive strategy for the rule-based task (p = .72; 95% CI = [-1.23, 0.86])."
"p = .29";"results";"Computational analyses of learning strategies";16;4;4;"09567976231151581";"=";0,29;"In contrast, there were no significant differences between the dyslexia (M = 5.44 blocks) and control (M = 4.86 blocks) groups in the total blocks in which they used the optimal conjunctive strategy in the rulebased task (p = .29, 95% CI = [-0.50, 1.66]).";"The dyslexia group (M = 1.19 blocks) used the optimal procedural strategy in fewer blocks than the control group (M = 3.14 blocks) in the information-integration task (p = .0018, 95% CI = [0.76, 3.15]). In contrast, there were no significant differences between the dyslexia (M = 5.44 blocks) and control (M = 4.86 blocks) groups in the total blocks in which they used the optimal conjunctive strategy in the rulebased task (p = .29, 95% CI = [-0.50, 1.66]). These results indicate that the dyslexia group has a selective deficit in the ability to use procedural-based strategies to achieve success in the information-integration task."
"p = .27";"results";"Category";17;1;6;"09567976231151581";"=";0,27;"In both the information-integration and rule-based tasks, we found no significant differences between dyslexia and control groups-information integration: t(3.78) = 1.28, p = .27, d = 0.78, 95% CI = [-12.0, 31.6]; rule based: t(35) = 1.54, p = .13, d = 0.51, 95% CI = [-2.78, 20.3]-when participants used the task-appropriate strategy.";"Our results suggest that if individuals with dyslexia can find the task-appropriate strategies, they perform at similar levels to controls in both rule-based and information-integration tasks. Our results suggest that if individuals with dyslexia can find the task-appropriate strategies, they perform at similar levels to controls in both rule-based and information-integration tasks. In both the information-integration and rule-based tasks, we found no significant differences between dyslexia and control groups-information integration: t(3.78) = 1.28, p = .27, d = 0.78, 95% CI = [-12.0, 31.6]; rule based: t(35) = 1.54, p = .13, d = 0.51, 95% CI = [-2.78, 20.3]-when participants used the task-appropriate strategy. In both the information-integration and rule-based tasks, we found no significant differences between dyslexia and control groups-information integration: t(3.78) = 1.28, p = .27, d = 0.78, 95% CI = [-12.0, 31.6]; rule based: t(35) = 1.54, p = .13, d = 0.51, 95% CI = [-2.78, 20.3]-when participants used the task-appropriate strategy. We note that there were many fewer dyslexia participants using optimal strategies in the information-integration task (information integration-dyslexia: N = 4, control: N = 17; rule based-dyslexia: N = 18, control: N = 19), leading to a relatively small sample size for this comparison. We note that there were many fewer dyslexia participants using optimal strategies in the information-integration task (information integration-dyslexia: N = 4, control: N = 17; rule based-dyslexia: N = 18, control: N = 19), leading to a relatively small sample size for this comparison."
"p = .31";"results";"Generalization";18;1;5;"09567976231151581";"=";0,31;"There was no significant group difference in rule-based generalization, t(54) = 1.01, p = .31, d = 0.31, reflecting the same pattern as training performance.";"The dyslexia group was less able to generalize category learning to novel exemplars in the informationintegration task, t(54) = 4.24, p = .00009, d = 1.27. There was no significant group difference in rule-based generalization, t(54) = 1.01, p = .31, d = 0.31, reflecting the same pattern as training performance. However, in examining the transfer of performance from the final training block (with feedback) to the generalization block (novel exemplars with no feedback), we did not see any differences across groups (Fig. 4b)."
"p = .11";"results";"Generalization";18;1;8;"09567976231151581";"=";0,11;"Transfer was not significantly different across the dyslexia and control groups, F(1, 54) = 2.70, p = .11, η p ² = .025, or rulebased and information-integration tasks, F(1, 54) = 2.30, p = .14, η p ² = .020, and there was no interaction between group and task, F(1, 54) = 0.38, p = .54, η p ² = .003.";"We examined transfer using a mixed-model ANOVA with group (dyslexia, control) and task (rule based, information integration) as factors. We examined transfer using a mixed-model ANOVA with group (dyslexia, control) and task (rule based, information integration) as factors. We examined transfer using a mixed-model ANOVA with group (dyslexia, control) and task (rule based, information integration) as factors. Transfer was not significantly different across the dyslexia and control groups, F(1, 54) = 2.70, p = .11, η p ² = .025, or rulebased and information-integration tasks, F(1, 54) = 2.30, p = .14, η p ² = .020, and there was no interaction between group and task, F(1, 54) = 0.38, p = .54, η p ² = .003. Transfer was not significantly different across the dyslexia and control groups, F(1, 54) = 2.70, p = .11, η p ² = .025, or rulebased and information-integration tasks, F(1, 54) = 2.30, p = .14, η p ² = .020, and there was no interaction between group and task, F(1, 54) = 0.38, p = .54, η p ² = .003. Transfer was not significantly different across the dyslexia and control groups, F(1, 54) = 2.70, p = .11, η p ² = .025, or rulebased and information-integration tasks, F(1, 54) = 2.30, p = .14, η p ² = .020, and there was no interaction between group and task, F(1, 54) = 0.38, p = .54, η p ² = .003."
"p = .18";"results";"Generalization";18;2;3;"09567976231151581";"=";0,18;"Among participants using the optimal strategy during generalization (Fig. 4d), control participants performed significantly better than dyslexia participants in the information-integration task, t(14.9) = 3.21, p = .0059, d = 1.36, 95% CI = [3.69, 18.3], but not the rule-based task, t(30.5) = 1.38, p = .18, d = 0.48, 95% CI = [-3.13, 16.3].";"The pattern was similar to training: The dyslexia group used fewer task-appropriate procedural strategies in the information-integration task compared with controls (33% dyslexia vs. 55% control), but the groups used the task-appropriate conjunctive strategy in the rule-based task at similar rates (63% dyslexia vs. 55% control). Among participants using the optimal strategy during generalization (Fig. 4d), control participants performed significantly better than dyslexia participants in the information-integration task, t(14.9) = 3.21, p = .0059, d = 1.36, 95% CI = [3.69, 18.3], but not the rule-based task, t(30.5) = 1.38, p = .18, d = 0.48, 95% CI = [-3.13, 16.3]. This departs from what we observed in training, where there were no significant differences."
"p = .63";"results";"Results";5;1;4;"09567976231154804";"=";0,63;"Although overall responses were faster to the second object (i.e., second half of the experiment), F(1, 79) = 6.1, p = .016, η p 2 = .072, reflecting a general practice effect, there was no evidence that learned prioritization differed as a function of whether the biased object was the first or the second object that was encountered-interaction: F(1, 79) = 0.23, p = .63, η p 2 = .003, BF excl = 5.1.";"As visualized in Figure 2a, target letters were identified faster in high-relative to low-probability target locations within the objects, F(1, 79) = 5.5, p = .021, η p 2 = .066. Although overall responses were faster to the second object (i.e., second half of the experiment), F(1, 79) = 6.1, p = .016, η p 2 = .072, reflecting a general practice effect, there was no evidence that learned prioritization differed as a function of whether the biased object was the first or the second object that was encountered-interaction: F(1, 79) = 0.23, p = .63, η p 2 = .003, BF excl = 5.1. A repeated measures ANOVA with the within-subjects factors target location (high probability, low probability) and object (hammer, shoe) also did not yield a reliable interaction, F(1, 79) = 0.19, p = .67, η p 2 = .002, BF excl = 5.5, showing that the learned prioritization at high-probability target locations also did not differ between objects."
"p = .67";"results";"Results";5;1;5;"09567976231154804";"=";0,67;"A repeated measures ANOVA with the within-subjects factors target location (high probability, low probability) and object (hammer, shoe) also did not yield a reliable interaction, F(1, 79) = 0.19, p = .67, η p 2 = .002, BF excl = 5.5, showing that the learned prioritization at high-probability target locations also did not differ between objects.";"Although overall responses were faster to the second object (i.e., second half of the experiment), F(1, 79) = 6.1, p = .016, η p 2 = .072, reflecting a general practice effect, there was no evidence that learned prioritization differed as a function of whether the biased object was the first or the second object that was encountered-interaction: F(1, 79) = 0.23, p = .63, η p 2 = .003, BF excl = 5.1. A repeated measures ANOVA with the within-subjects factors target location (high probability, low probability) and object (hammer, shoe) also did not yield a reliable interaction, F(1, 79) = 0.19, p = .67, η p 2 = .002, BF excl = 5.5, showing that the learned prioritization at high-probability target locations also did not differ between objects. Critically, whereas overall response times were faster for objects in the horizontal than the vertical plane-main effect of orientation: F(2.4) = 9.1, p < .001, η p 2 = .10-learned prioritization also did not differ between orientations-interaction: F(2, 158) = 0.26, p = .77, η p 2 = .003, BF excl = 45.1."
"p = .77";"results";"Results";5;1;6;"09567976231154804";"=";0,77;"Critically, whereas overall response times were faster for objects in the horizontal than the vertical plane-main effect of orientation: F(2.4) = 9.1, p < .001, η p 2 = .10-learned prioritization also did not differ between orientations-interaction: F(2, 158) = 0.26, p = .77, η p 2 = .003, BF excl = 45.1.";"A repeated measures ANOVA with the within-subjects factors target location (high probability, low probability) and object (hammer, shoe) also did not yield a reliable interaction, F(1, 79) = 0.19, p = .67, η p 2 = .002, BF excl = 5.5, showing that the learned prioritization at high-probability target locations also did not differ between objects. Critically, whereas overall response times were faster for objects in the horizontal than the vertical plane-main effect of orientation: F(2.4) = 9.1, p < .001, η p 2 = .10-learned prioritization also did not differ between orientations-interaction: F(2, 158) = 0.26, p = .77, η p 2 = .003, BF excl = 45.1."
"p = 0.43";"results";"Results";5;2;3;"09567976231154804";"=";0,43;"As visualized in Figure 2b, a repeated measures ANOVA with the withinsubjects factors object (biased, neutral) and target location (high probability, low probability) yielded a reliable interaction, F(1, 79) = 5.90, p = .017, η p 2 = .069, again reflecting a difference between high-and low-probability target locations in the biased objects, t(79) = 2.5, p = .016, d = 0.28, but critically not in the neutral objects, t(79) = 0.8, p = 0.43, d = 0.088, BF 01 = 6.0.";"To further corroborate the object-based statistical learning observed in Experiment 1a, we constructed Experiment 1b so that only one of the objects contained a spatial imbalance, whereas in the other object, the target appeared with equal probability across locations. As visualized in Figure 2b, a repeated measures ANOVA with the withinsubjects factors object (biased, neutral) and target location (high probability, low probability) yielded a reliable interaction, F(1, 79) = 5.90, p = .017, η p 2 = .069, again reflecting a difference between high-and low-probability target locations in the biased objects, t(79) = 2.5, p = .016, d = 0.28, but critically not in the neutral objects, t(79) = 0.8, p = 0.43, d = 0.088, BF 01 = 6.0. Also, when the analyses were limited to biased blocks, learned prioritization again did not differ between orientations-interaction: F(2, 201) = 0.69, p = .54, η p 2 = .009, BF excl = 23.5."
"p = .54";"results";"Results";5;2;4;"09567976231154804";"=";0,54;"Also, when the analyses were limited to biased blocks, learned prioritization again did not differ between orientations-interaction: F(2, 201) = 0.69, p = .54, η p 2 = .009, BF excl = 23.5.";"As visualized in Figure 2b, a repeated measures ANOVA with the withinsubjects factors object (biased, neutral) and target location (high probability, low probability) yielded a reliable interaction, F(1, 79) = 5.90, p = .017, η p 2 = .069, again reflecting a difference between high-and low-probability target locations in the biased objects, t(79) = 2.5, p = .016, d = 0.28, but critically not in the neutral objects, t(79) = 0.8, p = 0.43, d = 0.088, BF 01 = 6.0. Also, when the analyses were limited to biased blocks, learned prioritization again did not differ between orientations-interaction: F(2, 201) = 0.69, p = .54, η p 2 = .009, BF excl = 23.5. After having established that participants learned to prioritize specific parts of the biased object, we explored whether this effect generalized to neutral objects (that were clearly distinct from the biased object; e.g., hammer → shoe)."
"p = .64";"results";"Results";5;2;7;"09567976231154804";"=";0,64;"In line with the main analysis, results showed no evidence that the part of the object that was prioritized in the first half of the experiment (e.g., bottom of shoe) continued to be prioritized when the object switched (e.g., bottom of hammer), not even in the first block, t(40) = 0.48, p = .64, d = 0.075.";"For this purpose, we limited the analyses to participants who started the experiment with the biased object. In line with the main analysis, results showed no evidence that the part of the object that was prioritized in the first half of the experiment (e.g., bottom of shoe) continued to be prioritized when the object switched (e.g., bottom of hammer), not even in the first block, t(40) = 0.48, p = .64, d = 0.075. Together, these findings demonstrate that participants learned to prioritize specific parts of the objects irrespective of the specifics of the object and the viewpoint of those objects."
"p = .086";"results";"Results";10;1;3;"09567976231154804";"=";0,086;"Critically, although overall RTs were reliably slower in the neutral block-main effect of block: F(1, 79) = 18.16, p < .001, η p 2 = .19, arguably because of the surprise caused by the introduction of new object orientations, the Block × Target Location interaction failed to reach significance, F(1, 79) = 3.02, p = .086, η p 2 = .037, suggesting that the learned prioritization in the biased blocks indeed transferred to the neutral blocks.";"As visualized in Figure 3a, targets were again detected faster at highrelative to low-probability object locations-main effect of target location: F(1, 79) = 5.27, p = .024, η p 2 = .063. Critically, although overall RTs were reliably slower in the neutral block-main effect of block: F(1, 79) = 18.16, p < .001, η p 2 = .19, arguably because of the surprise caused by the introduction of new object orientations, the Block × Target Location interaction failed to reach significance, F(1, 79) = 3.02, p = .086, η p 2 = .037, suggesting that the learned prioritization in the biased blocks indeed transferred to the neutral blocks."
"p = .30";"results";"Results";10;2;2;"09567976231154804";"=";0,3;"Also, planned pairwise comparisons yielded a reliable difference between the high-and low-probability locations in the biased blocks, t(79) = 3.35 p = .001, d = 0.37, but not in the neutral blocks, t(79) = 1.04, p = .30, d = 0.12.";"Although the lack of an interaction is consistent with the idea that the learned effect in the biased blocks generalized to new orientations in the neutral block, it should be noted that the interaction was trending, and a Bayesian analysis yielded only moderate evidence against a model including the interaction term outperforming a two-main-effects model (BF excl = 4.0). Also, planned pairwise comparisons yielded a reliable difference between the high-and low-probability locations in the biased blocks, t(79) = 3.35 p = .001, d = 0.37, but not in the neutral blocks, t(79) = 1.04, p = .30, d = 0.12. Therefore, we further explored the transfer of learned prioritization across individual participants."
"p = .051";"results";"Results";10;4;2;"09567976231154804";"=";0,051;"Indeed, the observed speedup at high-probability object locations in the biased blocks, although only marginal, remained reliable when these aware participants were excluded, t(59) = 1.99, p = .051, d = 0.26.";"a 650 550 600 500 450 400 700 750 200 100 -100 -100 1 00 150 -50 50 0 -200 0 Biased Orientations ∆ Neutral Orientations ∆ Biased Orientations Response Time (ms) b Block Type Neutral Orientations did not differ between participants classified as aware and those classified as unaware. Indeed, the observed speedup at high-probability object locations in the biased blocks, although only marginal, remained reliable when these aware participants were excluded, t(59) = 1.99, p = .051, d = 0.26. Together, these findings demonstrate that once a regularity is learned, the resulting attentional prioritization at high-probability locations continues to be applied without any clear intention in new locations that were not yet encountered and hence in which learning never took place."
