"article_id";"doi";"title";"text";"section";"header";"div";"p";"s";"p_comp";"p_value";"machine_statement";"machine_context";"human_statement"
9567976211059800;"10.1177/09567976211059801";"The Language of Social Touch Is Intuitive and Quantifiable";"p = .8153";"results";"Facial expressions accompanying touch communication";16;5;5;"=";0,8153;"Contrary to our prediction, results showed that neither classifier's performance was significantly correlated with performance on the touch-communication task-sender: r = -.05, 95% CI = [-.41, .33], t(27) = -0.24, p = .8153; receiver: r = -.19, 95% CI = [-.52, .19], t(27) = -1.02, p = .3166 (including only those individuals with classifier data for at least 10 trials; Fig. 2e).";"When the classifier was trained on either the senders' or the receivers' facial muscle activity, it could predict the cued message significantly better than chance (chance hit rate = 16.7%; sender: M = 24.8%, SD = 5.9% across the tenfold cross-validation procedure; p < .001, n = 914 trials with data available from both muscles; Fig. 2c; receiver: M = 21.0%, SD = 4.4%; p < .05, n = 931 trials; Fig. 2d). When the classifier was trained on either the senders' or the receivers' facial muscle activity, it could predict the cued message significantly better than chance (chance hit rate = 16.7%; sender: M = 24.8%, SD = 5.9% across the tenfold cross-validation procedure; p < .001, n = 914 trials with data available from both muscles; Fig. 2c; receiver: M = 21.0%, SD = 4.4%; p < .05, n = 931 trials; Fig. 2d). Contrary to our prediction, results showed that neither classifier's performance was significantly correlated with performance on the touch-communication task-sender: r = -.05, 95% CI = [-.41, .33], t(27) = -0.24, p = .8153; receiver: r = -.19, 95% CI = [-.52, .19], t(27) = -1.02, p = .3166 (including only those individuals with classifier data for at least 10 trials; Fig. 2e). Contrary to our prediction, results showed that neither classifier's performance was significantly correlated with performance on the touch-communication task-sender: r = -.05, 95% CI = [-.41, .33], t(27) = -0.24, p = .8153; receiver: r = -.19, 95% CI = [-.52, .19], t(27) = -1.02, p = .3166 (including only those individuals with classifier data for at least 10 trials; Fig. 2e).";NA
9567976211059800;"10.1177/09567976211059801";"The Language of Social Touch Is Intuitive and Quantifiable";"p = .301";"results";"Development of standardized touch gestures";18;4;3;"=";0,301;"Specifically, standardized touches produced significantly better recognition than intuitive touches for love, happiness, and calming (attention: OR = 0.80, 95% CI = [0.52, 1.22], z ratio = -1.04, p = .301; calming: OR = 1.73, 95% CI = [1.1, 2.6], z ratio = 2.58, p = .010; gratitude: OR = 0.76, 95% CI = [0.50, 1.15], z ratio = -1.288, p = .198; happiness: OR = 2.32, 95% CI = [1.53, 3.53], z ratio = 3.94, p < .001; love: OR = 4.44, 95% CI = [2.92, 6.76], z ratio = 6.97, p < .0001; sadness: OR = 1.35, 95% CI = [0.89, 2.04], z ratio = 1.40, p = .161; post hoc pairwise comparisons with Bonferroni-Holm correction).";"We found that identification of the standardized gestures was similar to or even slightly better than the intuitive touches, χ 2 (1, N = 1,000 bootstrapped samples) = 4.52, p = .027. We found that identification of the standardized gestures was similar to or even slightly better than the intuitive touches, χ 2 (1, N = 1,000 bootstrapped samples) = 4.52, p = .027. We found that identification of the standardized gestures was similar to or even slightly better than the intuitive touches, χ 2 (1, N = 1,000 bootstrapped samples) = 4.52, p = .027. Specifically, standardized touches produced significantly better recognition than intuitive touches for love, happiness, and calming (attention: OR = 0.80, 95% CI = [0.52, 1.22], z ratio = -1.04, p = .301; calming: OR = 1.73, 95% CI = [1.1, 2.6], z ratio = 2.58, p = .010; gratitude: OR = 0.76, 95% CI = [0.50, 1.15], z ratio = -1.288, p = .198; happiness: OR = 2.32, 95% CI = [1.53, 3.53], z ratio = 3.94, p < .001; love: OR = 4.44, 95% CI = [2.92, 6.76], z ratio = 6.97, p < .0001; sadness: OR = 1.35, 95% CI = [0.89, 2.04], z ratio = 1.40, p = .161; post hoc pairwise comparisons with Bonferroni-Holm correction). Specifically, standardized touches produced significantly better recognition than intuitive touches for love, happiness, and calming (attention: OR = 0.80, 95% CI = [0.52, 1.22], z ratio = -1.04, p = .301; calming: OR = 1.73, 95% CI = [1.1, 2.6], z ratio = 2.58, p = .010; gratitude: OR = 0.76, 95% CI = [0.50, 1.15], z ratio = -1.288, p = .198; happiness: OR = 2.32, 95% CI = [1.53, 3.53], z ratio = 3.94, p < .001; love: OR = 4.44, 95% CI = [2.92, 6.76], z ratio = 6.97, p < .0001; sadness: OR = 1.35, 95% CI = [0.89, 2.04], z ratio = 1.40, p = .161; post hoc pairwise comparisons with Bonferroni-Holm correction). Specifically, standardized touches produced significantly better recognition than intuitive touches for love, happiness, and calming (attention: OR = 0.80, 95% CI = [0.52, 1.22], z ratio = -1.04, p = .301; calming: OR = 1.73, 95% CI = [1.1, 2.6], z ratio = 2.58, p = .010; gratitude: OR = 0.76, 95% CI = [0.50, 1.15], z ratio = -1.288, p = .198; happiness: OR = 2.32, 95% CI = [1.53, 3.53], z ratio = 3.94, p < .001; love: OR = 4.44, 95% CI = [2.92, 6.76], z ratio = 6.97, p < .0001; sadness: OR = 1.35, 95% CI = [0.89, 2.04], z ratio = 1.40, p = .161; post hoc pairwise comparisons with Bonferroni-Holm correction). Furthermore, without feedback, the receivers were able to quickly learn the meaning of the gestures and reached a stable performance level after only 10 to 12 presentations (Fig. 5c). Furthermore, without feedback, the receivers were able to quickly learn the meaning of the gestures and reached a stable performance level after only 10 to 12 presentations (Fig. 5c). Furthermore, without feedback, the receivers were able to quickly learn the meaning of the gestures and reached a stable performance level after only 10 to 12 presentations (Fig. 5c).";NA
956797621995197;"10.1177/0956797621995197";"Let's Talk About Each Other: Neural Responses to Dissenting Personality Evaluations Based on Real Dyadic Interactions";"p = .874";"method";"EEG recording and analysis";7;2;9;"=";0,874;"For ERP trials that were retained, no main effect of reference was found, F(1, 45) = 0.02, p = .874, η p ² = .001.";"On average, 3.02 electrodes (SD = 1.77) were interpolated. For ERP trials that were retained, no main effect of reference was found, F(1, 45) = 0.02, p = .874, η p ² = .001. For congruence, there were fewer trials with the same rating from both interaction partners, leading to a main effect of congruence, F(1.43, 64.53) = 7.27, p = .004, η p ² = .139.";NA
956797621995197;"10.1177/0956797621995197";"Let's Talk About Each Other: Neural Responses to Dissenting Personality Evaluations Based on Real Dyadic Interactions";"p = .515";"method";"EEG recording and analysis";7;2;11;"=";0,515;"Importantly, there was no interaction effect of reference and congruence, F(1.30, 58.53) = 0.53, p = .515, η p ² = .012.";"For congruence, there were fewer trials with the same rating from both interaction partners, leading to a main effect of congruence, F(1.43, 64.53) = 7.27, p = .004, η p ² = .139. Importantly, there was no interaction effect of reference and congruence, F(1.30, 58.53) = 0.53, p = .515, η p ² = .012. With respect to congruency, more incongruent negative evaluations (33.66 trials) and incongruent positive evaluations (34.19 trials) than congruent evaluations (26.03 trials) were kept (both ps < .001).";NA
956797621995197;"10.1177/0956797621995197";"Let's Talk About Each Other: Neural Responses to Dissenting Personality Evaluations Based on Real Dyadic Interactions";"p = .865";"method";"EEG recording and analysis";7;2;13;"=";0,865;"Incongruent evaluations did not differ significantly (p = .865).";"With respect to congruency, more incongruent negative evaluations (33.66 trials) and incongruent positive evaluations (34.19 trials) than congruent evaluations (26.03 trials) were kept (both ps < .001). Incongruent evaluations did not differ significantly (p = .865). For total available trials, see the first section in Results.";NA
956797621995197;"10.1177/0956797621995197";"Let's Talk About Each Other: Neural Responses to Dissenting Personality Evaluations Based on Real Dyadic Interactions";"p = 1.0";"results";"Interaction ratings and evaluation congruency";10;1;1;"=";1;"For the evaluations, available trial numbers of self-and other-referent evaluations were obviously identical, F(1, 45) = 0.00, p = 1.0, η p ² < .001, but there were more incongruent positive and negative evaluations than congruent evaluations, F(1.29, 58.16) = 7.35, p = .005, η p ² = .140, post hoc ps < .001 (see Table 2).";"For the evaluations, available trial numbers of self-and other-referent evaluations were obviously identical, F(1, 45) = 0.00, p = 1.0, η p ² < .001, but there were more incongruent positive and negative evaluations than congruent evaluations, F(1.29, 58.16) = 7.35, p = .005, η p ² = .140, post hoc ps < .001 (see Table 2). The number of incongruent negative and positive trials did not differ (p = .974).";NA
956797621995197;"10.1177/0956797621995197";"Let's Talk About Each Other: Neural Responses to Dissenting Personality Evaluations Based on Real Dyadic Interactions";"p = .974";"results";"Interaction ratings and evaluation congruency";10;1;2;"=";0,974;"The number of incongruent negative and positive trials did not differ (p = .974).";"For the evaluations, available trial numbers of self-and other-referent evaluations were obviously identical, F(1, 45) = 0.00, p = 1.0, η p ² < .001, but there were more incongruent positive and negative evaluations than congruent evaluations, F(1.29, 58.16) = 7.35, p = .005, η p ² = .140, post hoc ps < .001 (see Table 2). The number of incongruent negative and positive trials did not differ (p = .974). Further, there was no interaction of reference and congruency, F(1.26, 56.65) = 0.12, p = .794, η p ² = .003.";NA
956797621995197;"10.1177/0956797621995197";"Let's Talk About Each Other: Neural Responses to Dissenting Personality Evaluations Based on Real Dyadic Interactions";"p = .794";"results";"Interaction ratings and evaluation congruency";10;1;3;"=";0,794;"Further, there was no interaction of reference and congruency, F(1.26, 56.65) = 0.12, p = .794, η p ² = .003.";"The number of incongruent negative and positive trials did not differ (p = .974). Further, there was no interaction of reference and congruency, F(1.26, 56.65) = 0.12, p = .794, η p ² = .003.";NA
956797621995197;"10.1177/0956797621995197";"Let's Talk About Each Other: Neural Responses to Dissenting Personality Evaluations Based on Real Dyadic Interactions";"p = .058";"results";"ERP results";11;2;6;"=";0,058;"Post hoc analyses on participants' own evaluations revealed larger N1 amplitudes for incongruent negative evaluations compared with congruent evaluations (p = .006) but not compared with incongruent positive evaluations (p = .058).";"2). Post hoc analyses on participants' own evaluations revealed larger N1 amplitudes for incongruent negative evaluations compared with congruent evaluations (p = .006) but not compared with incongruent positive evaluations (p = .058). Congruent and incongruent positive evaluations did not differ significantly (p = .359).";NA
956797621995197;"10.1177/0956797621995197";"Let's Talk About Each Other: Neural Responses to Dissenting Personality Evaluations Based on Real Dyadic Interactions";"p = .359";"results";"ERP results";11;2;7;"=";0,359;"Congruent and incongruent positive evaluations did not differ significantly (p = .359).";"Post hoc analyses on participants' own evaluations revealed larger N1 amplitudes for incongruent negative evaluations compared with congruent evaluations (p = .006) but not compared with incongruent positive evaluations (p = .058). Congruent and incongruent positive evaluations did not differ significantly (p = .359). Within evaluations about the interaction partner, no post hoc comparison reached significance (ps > .089).";NA
956797621995197;"10.1177/0956797621995197";"Let's Talk About Each Other: Neural Responses to Dissenting Personality Evaluations Based on Real Dyadic Interactions";"p = .077";"results";"EPN (260-360 ms).";12;1;3;"=";0,077;"For congruency, larger EPN amplitudes (incongruent negative: M = -2.09, SD = 2.29; M = -1.82, SD = 2.48; incongruent positive: M = -2.25, SD = 2.51) were found for incongruent positive compared with congruent evaluations (p = .004) but not compared with incongruent negative evaluations (p = .077).";"Regarding the main effect of reference, larger EPN amplitudes were elicited for self-related compared with other-related evaluations (self: M = -2.21, SD = 2.44; other: M = -1.89, SD = 2.33). For congruency, larger EPN amplitudes (incongruent negative: M = -2.09, SD = 2.29; M = -1.82, SD = 2.48; incongruent positive: M = -2.25, SD = 2.51) were found for incongruent positive compared with congruent evaluations (p = .004) but not compared with incongruent negative evaluations (p = .077). Congruent and incongruent negative evaluations did not differ significantly (p = .230).";NA
956797621995197;"10.1177/0956797621995197";"Let's Talk About Each Other: Neural Responses to Dissenting Personality Evaluations Based on Real Dyadic Interactions";"p = .230";"results";"EPN (260-360 ms).";12;1;4;"=";0,23;"Congruent and incongruent negative evaluations did not differ significantly (p = .230).";"For congruency, larger EPN amplitudes (incongruent negative: M = -2.09, SD = 2.29; M = -1.82, SD = 2.48; incongruent positive: M = -2.25, SD = 2.51) were found for incongruent positive compared with congruent evaluations (p = .004) but not compared with incongruent negative evaluations (p = .077). Congruent and incongruent negative evaluations did not differ significantly (p = .230). There was no main effect of channel-group laterality, F(1, 45) < 0.01, p = .960, η p ² < .001.";NA
956797621995197;"10.1177/0956797621995197";"Let's Talk About Each Other: Neural Responses to Dissenting Personality Evaluations Based on Real Dyadic Interactions";"p = .960";"results";"EPN (260-360 ms).";12;1;5;"=";0,96;"There was no main effect of channel-group laterality, F(1, 45) < 0.01, p = .960, η p ² < .001.";"Congruent and incongruent negative evaluations did not differ significantly (p = .230). There was no main effect of channel-group laterality, F(1, 45) < 0.01, p = .960, η p ² < .001.";NA
956797621995197;"10.1177/0956797621995197";"Let's Talk About Each Other: Neural Responses to Dissenting Personality Evaluations Based on Real Dyadic Interactions";"p = .655";"results";"EPN (260-360 ms).";12;2;4;"=";0,655;"These incongruent positive and negative judgments did not differ significantly (p = .655).";"Post hoc analyses within self-related evaluations showed larger EPN amplitudes for incongruent positive (p < .001) and incongruent negative (p = .002) compared with congruent evaluations. These incongruent positive and negative judgments did not differ significantly (p = .655). In other-related evaluations, no post hoc comparison reached significance (ps > .210).";NA
956797621995197;"10.1177/0956797621995197";"Let's Talk About Each Other: Neural Responses to Dissenting Personality Evaluations Based on Real Dyadic Interactions";"p = .131";"results";"EPN (260-360 ms).";12;2;7;"=";0,131;"Effects of reference and congruency were not significant over left sensors-reference: F(1, 45) = 2.37, p = .131, η p ² = .050; congruency: F(2, 90) = 0.99, p = .377, η p ² = .021-but reached significance over right sensors-reference: F(1, 45) = 17.86, p < .001, η p ² = .284; congruency: F(2, 90) = 9.21, p < .001, η p ² = .170 (see Fig.";"Additionally, there were significant interactions between congruency and laterality, F(2, 90) = 4.24, p = .017, η p ² = .086, and between reference and laterality, F(1, 45) = 5.60, p = .022, η p ² = .111. Additionally, there were significant interactions between congruency and laterality, F(2, 90) = 4.24, p = .017, η p ² = .086, and between reference and laterality, F(1, 45) = 5.60, p = .022, η p ² = .111. Effects of reference and congruency were not significant over left sensors-reference: F(1, 45) = 2.37, p = .131, η p ² = .050; congruency: F(2, 90) = 0.99, p = .377, η p ² = .021-but reached significance over right sensors-reference: F(1, 45) = 17.86, p < .001, η p ² = .284; congruency: F(2, 90) = 9.21, p < .001, η p ² = .170 (see Fig. Effects of reference and congruency were not significant over left sensors-reference: F(1, 45) = 2.37, p = .131, η p ² = .050; congruency: F(2, 90) = 0.99, p = .377, η p ² = .021-but reached significance over right sensors-reference: F(1, 45) = 17.86, p < .001, η p ² = .284; congruency: F(2, 90) = 9.21, p < .001, η p ² = .170 (see Fig. 2). 2).";NA
956797621995197;"10.1177/0956797621995197";"Let's Talk About Each Other: Neural Responses to Dissenting Personality Evaluations Based on Real Dyadic Interactions";"p = .201";"results";"EPN (260-360 ms).";12;2;9;"=";0,201;"Finally, the remaining three-way interaction among reference, congruency, and laterality remained insignificant, F(2, 90) = 1.63, p = .201, η p ² = .035.";"2). Finally, the remaining three-way interaction among reference, congruency, and laterality remained insignificant, F(2, 90) = 1.63, p = .201, η p ² = .035. Post hoc analyses N1-EPN (130-400 ms).";NA
956797621995197;"10.1177/0956797621995197";"Let's Talk About Each Other: Neural Responses to Dissenting Personality Evaluations Based on Real Dyadic Interactions";"p = .903";"results";"FRN (200-280 ms).";13;1;3;"=";0,903;"Exploratory analyses within the reference conditions showed that self-related incongruent positive evaluations elicited a larger positivity compared with both congruent evaluations (p = .011) and incongruent negative evaluations (p = .042), which did not differ significantly (p = .903).";"There was no significant main effect of congruency and no significant interaction effect of reference and congruency (see Tables 4 and 5). Exploratory analyses within the reference conditions showed that self-related incongruent positive evaluations elicited a larger positivity compared with both congruent evaluations (p = .011) and incongruent negative evaluations (p = .042), which did not differ significantly (p = .903). Within other-related evaluations, no differences occurred (ps > .873).";NA
956797621995197;"10.1177/0956797621995197";"Let's Talk About Each Other: Neural Responses to Dissenting Personality Evaluations Based on Real Dyadic Interactions";"p = .767";"results";"FRN (200-280 ms).";13;2;7;"=";0,767;"Post hoc analyses within self-related evaluations showed larger P3 amplitudes for incongruent positive evaluations compared with both congruent evaluations (p = .035) and incongruent negative evaluations (p = .040); the latter two conditions did not differ significantly (p = .767).";"3). Post hoc analyses within self-related evaluations showed larger P3 amplitudes for incongruent positive evaluations compared with both congruent evaluations (p = .035) and incongruent negative evaluations (p = .040); the latter two conditions did not differ significantly (p = .767). No differences were found within other-related evaluations (ps > .127).";NA
956797621995197;"10.1177/0956797621995197";"Let's Talk About Each Other: Neural Responses to Dissenting Personality Evaluations Based on Real Dyadic Interactions";"p = .085";"results";"LPP (500-750 ms).";14;3;1;"=";0,085;"found for self-related compared with other-related evaluations (self: M = 2.11, SD = 1.32; other: M = 1.78, SD = 1.29) and for incongruent positive evaluations compared with congruent evaluations (p = .003) but not compared with incongruent negative evaluations (p = .085; incongruent negative: M = 1.94, SD = 1.40; congruent: M = 1.78, SD = 1.21; incongruent positive: M = 2.12, SD 1.40).";"found for self-related compared with other-related evaluations (self: M = 2.11, SD = 1.32; other: M = 1.78, SD = 1.29) and for incongruent positive evaluations compared with congruent evaluations (p = .003) but not compared with incongruent negative evaluations (p = .085; incongruent negative: M = 1.94, SD = 1.40; congruent: M = 1.78, SD = 1.21; incongruent positive: M = 2.12, SD 1.40). Congruent and incongruent negative evaluations did not differ significantly (p = .165).";NA
956797621995197;"10.1177/0956797621995197";"Let's Talk About Each Other: Neural Responses to Dissenting Personality Evaluations Based on Real Dyadic Interactions";"p = .165";"results";"LPP (500-750 ms).";14;3;2;"=";0,165;"Congruent and incongruent negative evaluations did not differ significantly (p = .165).";"found for self-related compared with other-related evaluations (self: M = 2.11, SD = 1.32; other: M = 1.78, SD = 1.29) and for incongruent positive evaluations compared with congruent evaluations (p = .003) but not compared with incongruent negative evaluations (p = .085; incongruent negative: M = 1.94, SD = 1.40; congruent: M = 1.78, SD = 1.21; incongruent positive: M = 2.12, SD 1.40). Congruent and incongruent negative evaluations did not differ significantly (p = .165). Importantly, there was a significant interaction between reference and congruency (see Fig.";NA
956797621995197;"10.1177/0956797621995197";"Let's Talk About Each Other: Neural Responses to Dissenting Personality Evaluations Based on Real Dyadic Interactions";"p = .094";"results";"LPP (500-750 ms).";14;3;5;"=";0,094;"Post hoc analyses on self-related evaluations revealed larger LPP amplitudes for both incongruent positive (p < .001) and incongruent negative (p = .034) evaluations compared with congruent evaluations, but they did not differ significantly from each other (p = .094).";"4). Post hoc analyses on self-related evaluations revealed larger LPP amplitudes for both incongruent positive (p < .001) and incongruent negative (p = .034) evaluations compared with congruent evaluations, but they did not differ significantly from each other (p = .094). For other-related evaluations, no significant differences were found (ps > .436).";NA
956797621995197;"10.1177/0956797621995197";"Let's Talk About Each Other: Neural Responses to Dissenting Personality Evaluations Based on Real Dyadic Interactions";"p = .352";"results";"Control analyses.";15;1;5;"=";0,352;"We found no relationship between differences in the total number of available trial and ERP differences for the EPN (r = .140, p = .352, N = 46) but a negative relationship with the LPP (r = -.302, p = .041, N = 46).";"Second, to test whether an imbalance of total trial numbers during the experiment, rather than an imbalance in available ERP trials, affected ERP effects (see the first section in Results), we correlated the difference between incongruent and congruent total trials with ERP differences. We found no relationship between differences in the total number of available trial and ERP differences for the EPN (r = .140, p = .352, N = 46) but a negative relationship with the LPP (r = -.302, p = .041, N = 46).";NA
956797621995202;"10.1177/0956797621995202";"The Experience of Empathy in Everyday Life";"p = .082";"results";"Contexts of empathy.";12;1;4;"=";0,082;"Participants were not significantly more likely to empathize, b = 0.12, SE = 0.07, z = 1.74, p = .082, r = .03, as closeness increased.";"In only 6% of cases did participants report on an opportunity to empathize with a total stranger. Participants were not significantly more likely to empathize, b = 0.12, SE = 0.07, z = 1.74, p = .082, r = .03, as closeness increased. When empathy occurred, participants exhibited a small effect of empathizing to a greater extent as closeness increased, b = 0.09, SE = 0.02, t(1023) = 5.11, p < .001, r = .16.";NA
956797621995202;"10.1177/0956797621995202";"The Experience of Empathy in Everyday Life";"p = .159";"results";"Correlates of empathy";13;4;7;"=";0,159;"Further-although participant-centered valence did not predict prosocial behavior, b = 0.08, SE = 0.05, z = 1.53, p = .159, r = .02-participants who typically experienced more positively valenced empathy opportunities were slightly more likely to report prosocial behaviors in a given survey, b = 0.13, SE = 0.04, z = 2.96, p = .009, r = .04 (a between-subjects effect).";"In fact, positive empathy opportunities were a little more predictive of prosocial behavior than negative opportunities, b = 0.54, SE = 0.19, z = 2.79, p = .005, r = .15. Further-although participant-centered valence did not predict prosocial behavior, b = 0.08, SE = 0.05, z = 1.53, p = .159, r = .02-participants who typically experienced more positively valenced empathy opportunities were slightly more likely to report prosocial behaviors in a given survey, b = 0.13, SE = 0.04, z = 2.96, p = .009, r = .04 (a between-subjects effect). In sum, this set of results underscores the fact that perceived empathy opportunities are associated with prosocial behavior not only in the face of suffering but also when positive and mixed emotions are observed.";NA
956797621995202;"10.1177/0956797621995202";"The Experience of Empathy in Everyday Life";"p = .817";"results";"Correlates of empathy";13;8;1;"=";0,817;"Although perceiving an opportunity to empathize at Time 1 did not predict noticing another opportunity at Time 2, b = -0.02, SE = 0.09, z = -0.23, p = .817, r = -.01, missing an opportunity at Time 1 did predict noticing an opportunity at Time 2, b = 0.32, SE = 0.12, z = 2.64, p = .008, r = .09.";"Although perceiving an opportunity to empathize at Time 1 did not predict noticing another opportunity at Time 2, b = -0.02, SE = 0.09, z = -0.23, p = .817, r = -.01, missing an opportunity at Time 1 did predict noticing an opportunity at Time 2, b = 0.32, SE = 0.12, z = 2.64, p = .008, r = .09. In other words, when participants reported no empathy opportunity but reported observing the emotions of another person, they were more likely to report an empathy opportunity at their next survey.";NA
956797621995202;"10.1177/0956797621995202";"The Experience of Empathy in Everyday Life";"p = .466";"results";"Who feels empathy: demographics of daily empathy";14;2;3;"=";0,466;"Higher income was not associated with decreased trait empathic concern, b = -0.04, SE = 0.05, t(232) = -0.73, p = .466, r = .05, or decreased extent of compassion in daily life, b = 0.06, SE = 0.06, t(200) = 0.88, p = .380, r = .06.";"We examined whether compassion varied across income levels (Stellar et al., 2012) and found mixed results. We examined whether compassion varied across income levels (Stellar et al., 2012) and found mixed results. Higher income was not associated with decreased trait empathic concern, b = -0.04, SE = 0.05, t(232) = -0.73, p = .466, r = .05, or decreased extent of compassion in daily life, b = 0.06, SE = 0.06, t(200) = 0.88, p = .380, r = .06. Higher income was not associated with decreased trait empathic concern, b = -0.04, SE = 0.05, t(232) = -0.73, p = .466, r = .05, or decreased extent of compassion in daily life, b = 0.06, SE = 0.06, t(200) = 0.88, p = .380, r = .06. However, higher income was associated with a lower proportion of feeling compassion in the presence of an empathy opportunity, b = -0.04, SE = 0.02, t(208) = -2.34, p = .020, r = .16, indicating that although higher income participants felt compassion to a similar extent, they felt it less often. However, higher income was associated with a lower proportion of feeling compassion in the presence of an empathy opportunity, b = -0.04, SE = 0.02, t(208) = -2.34, p = .020, r = .16, indicating that although higher income participants felt compassion to a similar extent, they felt it less often.";NA
9567976221086512;"10.1177/09567976221086513";"Fear in the Theater of the Mind: Differential Fear Conditioning With Imagined Stimuli";"p = .382";"results";"Skin conductance response.";10;4;1;"=";0,382;"viewed the CS-, t(32) = 0.89, p = .382, d = 0.15.";"viewed the CS-, t(32) = 0.89, p = .382, d = 0.15. However, we ran a post hoc follow-up analysis using a one-tailed t test (Schiller et al., 2010) to investigate generalization from imagining to viewing, using only participants who showed evidence of differential conditioning (i.e., CS+ minus CS-> 0) on imagine trials.";NA
9567976221086512;"10.1177/09567976221086513";"Fear in the Theater of the Mind: Differential Fear Conditioning With Imagined Stimuli";"p = .051";"results";"Skin conductance response.";10;5;4;"=";0,051;"On the other hand, the generalization effect to the viewed CS+ from the visual-acquisition phase was not significantly greater than the generalization effect to the viewed CS+ from the imagery-acquisition phase, t(32) = 2.03, p = .051, d = 0.35, though this effect might indicate a trend toward significance.";"Between phases, the conditioned response to the imagined CS+ in the imagery-acquisition phase was significantly greater than the generalization response to the imagined CS+ in the visual-acquisition phase, t(32) = 2.65, p = .01, d = 0.46. On the other hand, the generalization effect to the viewed CS+ from the visual-acquisition phase was not significantly greater than the generalization effect to the viewed CS+ from the imagery-acquisition phase, t(32) = 2.03, p = .051, d = 0.35, though this effect might indicate a trend toward significance. All other comparisons were nonsignificant (see Section 2.5.3 in the Supplemental Material).";NA
9567976221086512;"10.1177/09567976221086513";"Fear in the Theater of the Mind: Differential Fear Conditioning With Imagined Stimuli";"p = .21";"results";"Results";13;5;3;"=";0,21;"The test investigating effort (range = 2-7, Mdn = 6) was not significant, t(26) = 1.28, p = .21, d = 0.25; however, self-reported vividness was significantly greater when imagining the CS+ (range = 3-7, Mdn = 6) than the CS-(range = 2-7, Mdn = 5), t(26) = 2.18, p = .04, d = 0.42 (for a frequency graph, see Section 3.2.6 in the Supplemental Material).";"Two t tests were also conducted to examine whether there were differences between stimuli (CS+ or CS-) in self-reported effort or vividness. The test investigating effort (range = 2-7, Mdn = 6) was not significant, t(26) = 1.28, p = .21, d = 0.25; however, self-reported vividness was significantly greater when imagining the CS+ (range = 3-7, Mdn = 6) than the CS-(range = 2-7, Mdn = 5), t(26) = 2.18, p = .04, d = 0.42 (for a frequency graph, see Section 3.2.6 in the Supplemental Material).";NA
9567976221086512;"10.1177/09567976221086513";"Fear in the Theater of the Mind: Differential Fear Conditioning With Imagined Stimuli";"p = .31";"results";"Skin conductance response.";14;1;7;"=";0,31;"However, the difference between imagining the CS+ and imagining the CS-was not significant, t(26) = 1.03, p = .31, d = 0.20.";"Participants had larger SCRs to the viewed CS+ than the viewed CS-, t(26) = 2.13, p = .04, d = 0.41. However, the difference between imagining the CS+ and imagining the CS-was not significant, t(26) = 1.03, p = .31, d = 0.20.";NA
9567976221086512;"10.1177/09567976221086513";"Fear in the Theater of the Mind: Differential Fear Conditioning With Imagined Stimuli";"p = .74";"results";"Results";17;5;3;"=";0,74;"The test investigating effort (range = 1-7, Mdn = 6 across conditions) was not significant, t(25) = 0.34, p = .74, d = 0.07, nor was the test investigating self-reported vividness (range = 2-7, Mdn = 5.5 across conditions) when participants imagined the CS+ than when they imagined the CS-, t(25) = 0.13, p = .90, d = 0.03 (for frequency graphs, see Section 4.2.5 in the Supplemental Material).";"Two t tests were also conducted to examine whether there were differences between stimuli (CS+ or CS-) in self-reported effort or vividness. Two t tests were also conducted to examine whether there were differences between stimuli (CS+ or CS-) in self-reported effort or vividness. The test investigating effort (range = 1-7, Mdn = 6 across conditions) was not significant, t(25) = 0.34, p = .74, d = 0.07, nor was the test investigating self-reported vividness (range = 2-7, Mdn = 5.5 across conditions) when participants imagined the CS+ than when they imagined the CS-, t(25) = 0.13, p = .90, d = 0.03 (for frequency graphs, see Section 4.2.5 in the Supplemental Material). The test investigating effort (range = 1-7, Mdn = 6 across conditions) was not significant, t(25) = 0.34, p = .74, d = 0.07, nor was the test investigating self-reported vividness (range = 2-7, Mdn = 5.5 across conditions) when participants imagined the CS+ than when they imagined the CS-, t(25) = 0.13, p = .90, d = 0.03 (for frequency graphs, see Section 4.2.5 in the Supplemental Material).";NA
